Dose_Gy,Pseudo Other_P,Pseudo Oral Cav_,Pseudo Midline_P,PTV2 edit_P,PTV2_P,PTV1 edit_P,PTV1_P,Lt Par edit_P,Body_P,Annulus High_P,Annulus Low_P,BS + 5mm_P,Optic Chiasm_P,R Optic Nerve_P,L Optic Nerve_P,R Lens_P,L Lens_P,L Orbit_P,R Orbit_P,R Parotid_P,L Parotid_P,Brain Stem_P,Spinal Cord_P,CTV54_P,GTV+ 10MM_P,GTV_P,CTV65_P,Pseudo Post_P,Rt Par edit_P,SC + 3mm_P,SC + 5mm_P,Pseudo PTV1_P,Pseudo PTV2_P,Artifact Dental_,ArtifactContrast,Dose 6175[cGy]_P,Dose 5130[cGy]_P,PseudoPostBrain_,Dummy_P
0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.065,100.0,100.0,100.0,100.0,100.0,100.0,99.9897,100.0,99.9999,90.7705,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.13,100.0,100.0,100.0,100.0,100.0,100.0,99.9876,100.0,99.8369,90.5132,99.9999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.195,100.0,100.0,100.0,100.0,100.0,100.0,99.9856,100.0,99.2374,90.3296,99.9998,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.26,100.0,100.0,100.0,100.0,100.0,100.0,99.9836,100.0,98.5017,90.1857,99.9998,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.325,100.0,100.0,100.0,100.0,100.0,100.0,99.9819,100.0,97.7019,90.0614,99.9997,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.39,100.0,100.0,100.0,100.0,100.0,100.0,99.9799,100.0,96.567,89.9584,99.9997,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.455,100.0,100.0,100.0,100.0,99.9999,100.0,99.9782,100.0,95.0306,89.8604,99.9996,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.52,100.0,100.0,100.0,100.0,99.9999,100.0,99.9767,100.0,93.3894,89.7745,99.9995,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.585,100.0,100.0,100.0,100.0,99.9999,100.0,99.9752,100.0,91.7655,89.6971,99.9995,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.65,100.0,100.0,100.0,100.0,99.9999,100.0,99.9737,100.0,90.2193,89.6237,99.9994,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.715,100.0,100.0,100.0,100.0,99.9999,100.0,99.972,100.0,88.7437,89.5526,99.9993,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.78,100.0,100.0,100.0,100.0,99.9999,100.0,99.9705,100.0,87.3147,89.4869,99.9993,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.845,100.0,100.0,100.0,100.0,99.9999,100.0,99.969,100.0,85.9441,89.4214,99.9992,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.91,100.0,100.0,100.0,100.0,99.9999,100.0,99.9676,100.0,84.635,89.3614,99.9992,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.975,100.0,100.0,100.0,100.0,99.9998,100.0,99.9661,100.0,83.3841,89.3024,99.9991,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.04,100.0,100.0,100.0,100.0,99.9998,100.0,99.9646,100.0,82.181,89.2485,99.9991,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.105,100.0,100.0,100.0,100.0,99.9998,100.0,99.963,100.0,81.0177,89.1971,99.999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.17,100.0,100.0,100.0,100.0,99.9997,100.0,99.9615,100.0,79.8832,89.1476,99.999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.235,100.0,100.0,100.0,100.0,99.9997,100.0,99.9599,100.0,78.77,89.0989,99.999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.3,100.0,100.0,100.0,100.0,99.9996,100.0,99.9584,100.0,77.6784,89.0525,99.999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.365,100.0,100.0,100.0,100.0,99.9995,100.0,99.9568,100.0,76.616,89.004,99.9989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.43,100.0,100.0,100.0,100.0,99.9995,100.0,99.9552,100.0,75.5845,88.9576,99.9989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.495,100.0,100.0,100.0,100.0,99.9993,100.0,99.9535,100.0,74.5846,88.9136,99.9989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.56,100.0,100.0,100.0,100.0,99.9991,100.0,99.952,100.0,73.6186,88.8709,99.9988,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.625,100.0,100.0,100.0,100.0,99.9989,100.0,99.9505,100.0,72.6878,88.8285,99.9987,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.69,100.0,100.0,100.0,100.0,99.9986,100.0,99.949,100.0,71.7856,88.7871,99.9987,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.755,100.0,100.0,100.0,100.0,99.9983,100.0,99.9475,100.0,70.915,88.7476,99.9986,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.82,100.0,100.0,100.0,100.0,99.998,100.0,99.9459,100.0,70.0719,88.7094,99.9986,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9522,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.885,100.0,100.0,100.0,100.0,99.9977,100.0,99.9443,100.0,69.2522,88.672,99.9986,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.95,100.0,100.0,100.0,100.0,99.9974,100.0,99.9427,100.0,68.4578,88.6362,99.9985,100.0,100.0,100.0,100.0,100.0,100.0,99.9775,97.6332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.015,100.0,100.0,100.0,100.0,99.9971,100.0,99.9412,100.0,67.6897,88.5993,99.9985,100.0,100.0,100.0,100.0,100.0,100.0,98.8724,95.065,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.08,100.0,100.0,100.0,100.0,99.9969,100.0,99.9396,100.0,66.9491,88.5636,99.9984,100.0,100.0,100.0,100.0,100.0,100.0,96.6496,91.7842,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.145,100.0,100.0,100.0,100.0,99.9966,100.0,99.938,100.0,66.2345,88.5282,99.9984,100.0,100.0,100.0,100.0,99.9739,100.0,93.8328,88.1275,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.21,100.0,100.0,100.0,100.0,99.9963,100.0,99.9365,100.0,65.5432,88.4937,99.9983,100.0,100.0,100.0,100.0,94.7929,100.0,90.3942,84.2274,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.275,100.0,100.0,100.0,100.0,99.9959,100.0,99.935,100.0,64.8729,88.4606,99.9983,100.0,100.0,100.0,100.0,80.2516,99.8475,86.5873,80.0852,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.34,100.0,100.0,100.0,100.0,99.9956,100.0,99.9334,100.0,64.2247,88.4274,99.9982,100.0,100.0,100.0,100.0,63.8546,93.2798,82.536,75.7979,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.405,100.0,100.0,100.0,100.0,99.9952,100.0,99.9319,100.0,63.6001,88.3942,99.9982,100.0,100.0,100.0,100.0,47.9784,81.4789,78.3444,71.4455,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.47,100.0,100.0,100.0,100.0,99.9948,100.0,99.9304,100.0,62.9984,88.3627,99.9982,100.0,100.0,100.0,100.0,31.6894,67.4278,74.1374,67.0972,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.535,100.0,100.0,100.0,100.0,99.9945,100.0,99.9289,100.0,62.414,88.3306,99.9981,100.0,100.0,100.0,100.0,17.3617,50.9056,69.8846,62.8373,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.6,100.0,100.0,100.0,100.0,99.9941,100.0,99.9274,100.0,61.8533,88.2988,99.9981,100.0,100.0,100.0,100.0,6.32214,36.243,65.7434,58.6679,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.665,100.0,100.0,100.0,100.0,99.9938,100.0,99.9258,100.0,61.3094,88.2673,99.9981,100.0,100.0,100.0,100.0,0.545854,23.4375,61.7269,54.5185,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.73,100.0,100.0,100.0,100.0,99.9935,100.0,99.9243,100.0,60.7839,88.2356,99.998,100.0,100.0,100.0,100.0,0.0,10.9042,57.8156,50.2506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.795,100.0,100.0,100.0,100.0,99.9932,100.0,99.9227,100.0,60.2803,88.2035,99.998,100.0,100.0,100.0,100.0,0.0,1.41951,54.0074,46.194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.86,100.0,100.0,100.0,100.0,99.9929,100.0,99.9212,100.0,59.7934,88.1734,99.998,100.0,100.0,100.0,100.0,0.0,0.0,50.3479,42.2355,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9998,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.925,100.0,100.0,100.0,100.0,99.9926,100.0,99.9197,100.0,59.3226,88.1439,99.998,100.0,100.0,100.0,100.0,0.0,0.0,46.8079,38.3284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9998,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.99,100.0,100.0,100.0,100.0,99.9923,100.0,99.9181,100.0,58.8673,88.1153,99.9979,100.0,100.0,100.0,100.0,0.0,0.0,43.3167,34.5699,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9997,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.055,100.0,100.0,100.0,100.0,99.992,100.0,99.9166,100.0,58.4267,88.0871,99.9979,100.0,100.0,100.0,100.0,0.0,0.0,39.8473,31.1001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9996,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.12,100.0,100.0,100.0,100.0,99.9918,100.0,99.9152,100.0,57.9998,88.0596,99.9978,100.0,100.0,100.0,100.0,0.0,0.0,36.3932,27.9142,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.185,100.0,100.0,100.0,100.0,99.9915,100.0,99.9137,100.0,57.5872,88.0326,99.9978,100.0,100.0,100.0,100.0,0.0,0.0,32.9446,24.9521,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9992,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.25,100.0,100.0,100.0,100.0,99.9912,100.0,99.9123,100.0,57.1894,88.006,99.9978,100.0,100.0,100.0,100.0,0.0,0.0,29.461,22.2429,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.315,100.0,100.0,100.0,100.0,99.991,100.0,99.9108,100.0,56.8026,87.9794,99.9978,100.0,100.0,100.0,100.0,0.0,0.0,26.0929,19.7441,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9987,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.38,100.0,100.0,100.0,100.0,99.9907,100.0,99.9094,100.0,56.4299,87.953,99.9977,100.0,100.0,100.0,100.0,0.0,0.0,22.9291,17.4299,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.445,100.0,100.0,100.0,100.0,99.9904,100.0,99.908,100.0,56.0664,87.9274,99.9977,100.0,100.0,99.9887,100.0,0.0,0.0,20.016,15.2863,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9981,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.51,100.0,100.0,100.0,100.0,99.9901,100.0,99.9065,100.0,55.716,87.9011,99.9977,100.0,100.0,99.5903,100.0,0.0,0.0,17.3893,13.3112,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9978,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.575,100.0,100.0,100.0,100.0,99.9898,100.0,99.9051,100.0,55.375,87.8753,99.9977,99.9894,100.0,98.2026,100.0,0.0,0.0,14.9951,11.4997,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9974,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.64,100.0,100.0,100.0,100.0,99.9895,100.0,99.9036,100.0,55.046,87.8512,99.9976,99.9462,100.0,96.014,100.0,0.0,0.0,12.7993,9.85297,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.997,100.0,100.0,99.9965,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.705,100.0,100.0,100.0,100.0,99.9892,100.0,99.9022,100.0,54.7253,87.8271,99.9976,99.8652,100.0,93.3335,100.0,0.0,0.0,10.8164,8.36494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9966,100.0,100.0,99.9448,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.77,100.0,100.0,100.0,100.0,99.9889,100.0,99.9008,100.0,54.4169,87.8035,99.9975,99.7459,100.0,90.0917,100.0,0.0,0.0,9.04518,7.02693,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9962,100.0,100.0,99.8645,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.835,100.0,100.0,100.0,100.0,99.9886,100.0,99.8993,100.0,54.1158,87.7798,99.9975,99.5813,100.0,86.3022,100.0,0.0,0.0,7.47278,5.84012,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9958,100.0,100.0,99.7707,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.9,100.0,100.0,100.0,100.0,99.9883,100.0,99.8979,100.0,53.8258,87.7561,99.9975,99.3605,100.0,82.1536,100.0,0.0,0.0,6.09141,4.78851,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9954,100.0,100.0,99.6673,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3.965,100.0,100.0,100.0,100.0,99.988,100.0,99.8965,100.0,53.5431,87.732,99.9975,99.0781,100.0,77.9399,100.0,0.0,0.0,4.86976,3.86978,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9949,100.0,100.0,99.5559,100.0,100.0,99.9999,100.0,100.0,100.0,100.0,100.0
4.03,100.0,100.0,100.0,100.0,99.9877,100.0,99.8951,100.0,53.2676,87.7084,99.9974,98.7345,100.0,73.6671,99.9526,0.0,0.0,3.80941,3.08721,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9944,100.0,100.0,99.4213,100.0,100.0,99.9999,100.0,100.0,100.0,100.0,100.0
4.095,100.0,100.0,100.0,100.0,99.9874,100.0,99.8937,100.0,53.0005,87.6851,99.9974,98.3316,100.0,69.3303,99.6355,0.0,0.0,2.91187,2.41634,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9939,100.0,99.9894,99.2573,100.0,100.0,99.9999,100.0,100.0,100.0,100.0,100.0
4.16,100.0,100.0,100.0,100.0,99.9871,100.0,99.8923,100.0,52.7411,87.6608,99.9973,97.8706,100.0,64.6584,99.0533,0.0,0.0,2.16506,1.85637,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9933,100.0,99.9356,99.0775,100.0,100.0,99.9998,100.0,100.0,100.0,100.0,100.0
4.225,100.0,100.0,100.0,100.0,99.9868,100.0,99.8909,100.0,52.4897,87.6372,99.9973,97.3576,100.0,59.4963,98.185,0.0,0.0,1.54468,1.39033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9927,100.0,99.8471,98.8921,100.0,100.0,99.9997,100.0,100.0,100.0,100.0,100.0
4.29,100.0,100.0,100.0,100.0,99.9864,100.0,99.8895,100.0,52.2414,87.6145,99.9972,96.7997,100.0,53.7711,96.9907,0.0,0.0,1.04138,1.00223,100.0,100.0,99.9987,99.9985,100.0,100.0,100.0,100.0,99.9921,100.0,99.7186,98.7023,100.0,100.0,99.9996,100.0,100.0,100.0,100.0,100.0
4.355,100.0,100.0,100.0,100.0,99.9861,100.0,99.8881,100.0,52.0014,87.5911,99.9972,96.203,100.0,47.7252,95.4413,0.0,0.0,0.656294,0.690648,100.0,100.0,99.9696,99.9886,100.0,100.0,100.0,100.0,99.9915,100.0,99.5441,98.5074,100.0,100.0,99.9995,100.0,100.0,100.0,100.0,100.0
4.42,100.0,100.0,100.0,100.0,99.9858,100.0,99.8867,100.0,51.7675,87.5675,99.9972,95.5729,100.0,41.5967,91.4056,0.0,0.0,0.37349,0.448196,100.0,100.0,99.8802,99.9659,100.0,100.0,100.0,100.0,99.9909,100.0,99.3468,98.3137,100.0,100.0,99.9995,100.0,100.0,100.0,100.0,100.0
4.485,100.0,100.0,100.0,100.0,99.9854,100.0,99.8853,100.0,51.5373,87.5457,99.9971,94.9171,100.0,35.4921,82.6162,0.0,0.0,0.190893,0.269305,100.0,100.0,99.7173,99.9287,100.0,100.0,100.0,100.0,99.9903,100.0,99.1571,98.1286,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.55,100.0,100.0,100.0,100.0,99.9851,100.0,99.884,100.0,51.3141,87.5239,99.9971,94.2455,100.0,29.3173,72.947,0.0,0.0,0.0795692,0.14377,100.0,100.0,99.4875,99.8734,100.0,100.0,100.0,100.0,99.9896,100.0,98.9712,97.9498,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.615,100.0,100.0,100.0,100.0,99.9848,100.0,99.8826,100.0,51.0948,87.5023,99.997,93.565,100.0,23.2024,63.4557,0.0,0.0,0.019445,0.0626619,100.0,100.0,99.1948,99.7985,100.0,100.0,100.0,100.0,99.9888,100.0,98.7886,97.7777,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.68,100.0,100.0,100.0,100.0,99.9845,100.0,99.8813,100.0,50.8788,87.4812,99.9963,92.8783,100.0,17.3715,54.964,0.0,0.0,0.00094682,0.0180884,100.0,100.0,98.8416,99.7017,100.0,100.0,100.0,100.0,99.9881,100.0,98.6097,97.6122,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.745,100.0,100.0,100.0,100.0,99.9842,100.0,99.8799,100.0,50.671,87.46,99.9935,92.1917,100.0,12.4305,47.3586,0.0,0.0,0.0,0.00145686,100.0,100.0,98.4334,99.5812,100.0,100.0,100.0,100.0,99.9873,100.0,98.4389,97.4539,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.81,100.0,100.0,100.0,100.0,99.9838,100.0,99.8786,100.0,50.467,87.4393,99.9877,91.5111,100.0,8.6117,40.0955,0.0,0.0,0.0,0.0,100.0,100.0,97.9737,99.4437,100.0,100.0,100.0,100.0,99.9865,100.0,98.2774,97.3017,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.875,100.0,100.0,100.0,100.0,99.9835,100.0,99.8772,100.0,50.2658,87.4178,99.9785,90.8405,100.0,5.84935,33.0535,0.0,0.0,0.0,0.0,100.0,100.0,97.4653,99.2972,100.0,100.0,100.0,100.0,99.9857,100.0,98.1241,97.1572,100.0,100.0,99.9994,100.0,100.0,100.0,100.0,100.0
4.94,100.0,100.0,100.0,100.0,99.9832,100.0,99.8758,100.0,50.0701,87.3972,99.9658,90.1824,100.0,4.27256,26.2042,0.0,0.0,0.0,0.0,100.0,100.0,96.9131,99.1522,100.0,100.0,100.0,100.0,99.9848,100.0,97.9793,97.0201,100.0,100.0,99.9994,99.9998,100.0,100.0,100.0,100.0
5.005,100.0,100.0,100.0,100.0,99.9829,100.0,99.8745,100.0,49.8791,87.3762,99.9498,89.5401,99.9589,3.35346,19.6063,0.0,0.0,0.0,0.0,100.0,100.0,96.3242,99.0171,100.0,100.0,100.0,100.0,99.9839,100.0,97.8448,96.889,100.0,100.0,99.9994,99.9998,100.0,100.0,100.0,100.0
5.07,100.0,100.0,100.0,100.0,99.9825,100.0,99.8731,100.0,49.6915,87.3558,99.9299,88.9134,99.6205,2.48657,13.502,0.0,0.0,0.0,0.0,100.0,100.0,95.7072,98.8944,100.0,100.0,100.0,100.0,99.9831,100.0,97.7217,96.765,100.0,100.0,99.9993,99.9998,100.0,100.0,100.0,100.0
5.135,100.0,100.0,100.0,100.0,99.9822,100.0,99.8717,100.0,49.5078,87.3353,99.907,88.3034,98.8567,1.79366,8.08253,0.0,0.0,0.0,0.0,100.0,100.0,95.0724,98.7794,100.0,100.0,100.0,100.0,99.9822,100.0,97.6085,96.6487,100.0,100.0,99.9993,99.9993,100.0,100.0,100.0,100.0
5.2,100.0,100.0,100.0,100.0,99.9818,100.0,99.8703,100.0,49.3297,87.3142,99.8813,87.7095,97.5589,1.2285,4.12983,0.0,0.0,0.0,0.0,100.0,100.0,94.4282,98.6727,100.0,100.0,100.0,100.0,99.9813,100.0,97.5042,96.5414,100.0,100.0,99.9992,99.9954,100.0,100.0,100.0,100.0
