0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Scan Type:,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF)
Fieldsize:,5 x 5 mm,5 x 5 mm,10 x 10 mm,10 x 10 mm,20 x 20 mm,20 x 20 mm,30 x 30 mm,30 x 30 mm,40 x 40 mm,40 x 40 mm,60 x 60 mm,60 x 60 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,120 x 120 mm,120 x 120 mm,120 x 120 mm,140 x 140 mm,140 x 140 mm,150 x 150 mm,150 x 150 mm,150 x 150 mm,220 x 220 mm,220 x 220 mm,300 x 220 mm,300 x 220 mm
Depth:,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,-0.5 mm,60.0 mm,350.0 mm,-0.5 mm,-0.5 mm,60.0 mm,350.0 mm,-0.5 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,-0.5 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm
,Color [SlateBlue],Color [MediumVioletRed],Color [Orange],Color [Teal],Color [Blue],Color [DeepPink],Color [Gold],Color [ForestGreen],Color [CornflowerBlue],Color [Brown],Color [DarkOrange],Color [DarkOliveGreen],Color [CornflowerBlue],Color [DarkTurquoise],Color [DarkRed],Color [ForestGreen],Color [Brown],Color [DarkOrchid],Color [DarkGreen],Color [DarkOliveGreen],Color [DarkGoldenrod],Color [DarkBlue],Color [Blue],Color [DeepPink],Color [Gold],Color [DarkCyan],Color [DarkMagenta],Color [Orange],Color [Teal],Color [SlateBlue],Color [MediumVioletRed]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,45.7,,60.3,,70.7,,74.2,,76.1,,78.5,80,,80.2,81.2,81.2,,81.3,82.1,,82.3,,156.2,83.2,,83.4,,159.8,,160.8
72,,45.3,,60,,70.3,,73.8,,75.8,,78.1,79.6,,79.7,80.8,80.8,,81,81.7,,81.9,,155.4,82.9,,83,,159.1,,160.2
73,,45.1,,59.6,,69.9,,73.4,,75.3,,77.7,79.2,,79.4,80.4,80.4,,80.6,81.3,,81.5,,154.7,82.4,,82.6,,158.1,,159.4
74,,44.8,,59.2,,69.5,,73,,74.9,,77.2,78.8,,79,80,80,,80.2,81,,81.1,,154,82,,82.2,,157.1,,158.7
75,,44.5,,58.8,,69,,72.6,,74.4,,76.8,78.4,,78.6,79.6,79.6,,79.8,80.6,,80.8,,153.2,81.6,,81.8,,156.6,,157.9
76,,44.3,,58.4,,68.6,,72.1,,74,,76.5,78,,78.1,79.3,79.3,,79.4,80.3,,80.4,,152.5,81.2,,81.4,,156.2,,157.2
77,,44,,58.2,,68.2,,71.7,,73.7,,76.1,77.6,,77.7,78.9,78.9,,79,79.9,,80,,151.8,80.8,,81,,155.5,,156.6
78,,43.7,,57.9,,67.8,,71.2,,73.3,,75.7,77.2,,77.4,78.5,78.5,,78.7,79.5,,79.7,,151,80.5,,80.6,,154.7,,156
79,,43.4,,57.5,,67.5,,70.9,,72.9,,75.2,76.8,,77,78.1,78.1,,78.3,79,,79.2,,150.3,80.2,,80.3,,154,,155.3
80,,43.1,,57.2,,67.3,,70.5,,72.4,,74.8,76.5,,76.6,77.7,77.7,,77.9,78.6,,78.7,,149.6,79.8,,80,,153.2,,154.6
81,,42.9,,56.9,,66.8,,70.2,,72,,74.4,76.1,,76.3,77.3,77.3,,77.5,78.2,,78.4,,148.9,79.4,,79.6,,152.6,,153.8
82,,42.6,,56.5,,66.4,,69.8,,71.6,,74,75.7,,75.9,77,77,,77.1,77.9,,78,,148.1,79,,79.2,,151.9,,153
83,,42.3,,56.1,,65.9,,69.4,,71.2,,73.6,75.3,,75.5,76.6,76.6,,76.8,77.5,,77.7,,147.5,78.6,,78.8,,151.2,,152.3
84,,42.1,,55.8,,65.5,,69,,70.8,,73.3,74.9,,75.1,76.2,76.2,,76.4,77.2,,77.4,,146.8,78.2,,78.4,,150.4,,151.6
85,,41.8,,55.5,,65.1,,68.6,,70.4,,72.9,74.5,,74.7,75.8,75.8,,76,76.8,,77,,146.1,77.9,,78,,149.7,,151
86,,41.6,,55.2,,64.8,,68.2,,69.9,,72.6,74.1,,74.3,75.4,75.4,,75.6,76.4,,76.6,,145.5,77.5,,77.7,,149.1,,150.3
87,,41.4,,54.8,,64.4,,67.8,,69.6,,72.1,73.7,,73.9,75.1,75.1,,75.3,76,,76.2,,144.8,77.2,,77.4,,148.4,,149.7
88,,41.1,,54.5,,63.9,,67.5,,69.3,,71.7,73.3,,73.5,74.7,74.7,,74.9,75.7,,75.8,,144.1,76.9,,77,,147.7,,149
89,,40.8,,54.2,,63.6,,67.1,,68.8,,71.3,73,,73.1,74.3,74.3,,74.5,75.4,,75.5,,143.4,76.5,,76.7,,147.2,,148.3
90,,40.5,,53.9,,63.3,,66.6,,68.3,,71,72.6,,72.8,73.9,73.9,,74.1,75,,75.2,,142.7,76.1,,76.3,,146.6,,147.7
91,,40.3,,53.5,,63,,66.2,,68,,70.6,72.2,,72.4,73.5,73.5,,73.7,74.6,,74.8,,142,75.7,,75.9,,145.9,,147
92,,40.1,,53.2,,62.6,,65.9,,67.7,,70.1,71.8,,72,73.2,73.2,,73.3,74.1,,74.4,,141.3,75.3,,75.5,,145.2,,146.4
93,,39.9,,52.9,,62.3,,65.5,,67.3,,69.8,71.4,,71.7,72.8,72.9,,73,73.7,,73.9,,140.6,75,,75.2,,144.5,,145.7
94,,39.6,,52.5,,61.9,,65.1,,66.9,,69.5,71.1,,71.3,72.5,72.5,,72.7,73.4,,73.5,,139.9,74.6,,74.8,,143.8,,145
95,,39.4,,52.2,,61.4,,64.8,,66.6,,69.2,70.8,,71,72.1,72.1,,72.3,73.2,,73.3,,139.3,74.2,,74.4,,143.2,,144.4
96,,39.1,,51.9,,61,,64.5,,66.3,,68.9,70.4,,70.6,71.7,71.7,,71.9,72.9,,73.1,,138.8,73.9,,74,,142.6,,143.7
97,,38.9,,51.7,,60.7,,64.1,,65.9,,68.4,70,,70.2,71.3,71.3,,71.5,72.5,,72.7,,138,73.5,,73.7,,141.9,,143
98,,38.7,,51.4,,60.5,,63.7,,65.4,,68,69.7,,69.9,71,71,,71.1,72.1,,72.3,,137.2,73.2,,73.4,,141.2,,142.3
99,,38.5,,51.1,,60.1,,63.3,,65.1,,67.7,69.3,,69.5,70.6,70.6,,70.8,71.7,,71.9,,136.6,72.8,,73,,140.6,,141.5
100,,38.3,,50.8,,59.7,,63,,64.8,,67.3,69,,69.2,70.2,70.2,,70.4,71.4,,71.6,,136.1,72.4,,72.6,,140,,140.7
101,,38,,50.5,,59.4,,62.6,,64.4,,66.9,68.7,,68.8,69.9,69.9,,70.1,71,,71.2,,135.4,72.1,,72.3,,139.3,,140.3
102,,37.7,,50.2,,59,,62.2,,64,,66.5,68.3,,68.5,69.5,69.5,,69.7,70.6,,70.8,,134.7,71.8,,72,,138.7,,139.9
103,,37.5,,49.9,,58.6,,61.9,,63.8,,66.1,67.9,,68.1,69.2,69.2,,69.4,70.4,,70.5,,134.1,71.5,,71.7,,138,,139.2
104,,37.2,,49.6,,58.2,,61.6,,63.5,,65.8,67.5,,67.7,68.9,68.9,,69.1,70,,70.2,,133.5,71.1,,71.3,,137.3,,138.5
105,,37,,49.3,,58,,61.2,,63.1,,65.5,67.2,,67.4,68.5,68.5,,68.7,69.6,,69.8,,132.8,70.8,,71,,136.7,,137.9
106,,36.7,,49,,57.7,,60.8,,62.7,,65.3,66.9,,67.1,68.2,68.2,,68.4,69.2,,69.4,,132.1,70.5,,70.7,,136.2,,137.4
107,,36.5,,48.8,,57.4,,60.4,,62.4,,64.8,66.5,,66.7,67.9,67.9,,68,68.9,,69.1,,131.5,70.1,,70.3,,135.5,,136.8
108,,36.3,,48.5,,57,,60.1,,62,,64.4,66.2,,66.4,67.5,67.5,,67.7,68.6,,68.7,,130.9,69.8,,69.9,,134.8,,136.2
109,,36.1,,48.2,,56.7,,59.8,,61.7,,64,65.8,,66,67.2,67.2,,67.4,68.3,,68.4,,130.1,69.4,,69.6,,134.3,,135.5
110,,35.9,,48,,56.4,,59.5,,61.3,,63.6,65.5,,65.6,66.8,66.8,,67,68,,68.1,,129.4,69.1,,69.3,,133.8,,134.8
111,,35.7,,47.6,,56,,59.1,,61,,63.3,65.2,,65.3,66.4,66.4,,66.6,67.6,,67.8,,128.8,68.8,,69,,133.1,,134
112,,35.5,,47.3,,55.7,,58.8,,60.6,,63.1,64.8,,65,66.1,66.1,,66.3,67.2,,67.4,,128.3,68.5,,68.6,,132.3,,133.2
113,,35.3,,47.1,,55.4,,58.4,,60.3,,62.8,64.5,,64.7,65.8,65.8,,66,66.8,,67,,127.7,68.2,,68.3,,131.6,,132.8
114,,35.1,,46.8,,55.1,,58,,59.9,,62.5,64.1,,64.3,65.5,65.5,,65.7,66.5,,66.7,,127.1,67.8,,68,,130.9,,132.5
115,,34.8,,46.5,,54.8,,57.8,,59.7,,62.1,63.7,,63.9,65.3,65.3,,65.4,66.2,,66.4,,126.5,67.5,,67.7,,130.3,,131.8
116,,34.6,,46.2,,54.5,,57.6,,59.4,,61.8,63.4,,63.6,64.9,64.9,,65.1,65.9,,66.1,,125.9,67.2,,67.4,,129.8,,131.2
117,,34.5,,46,,54.2,,57.2,,59,,61.4,63.1,,63.2,64.5,64.5,,64.7,65.7,,65.8,,125.3,66.8,,67,,129.2,,130.5
118,,34.3,,45.8,,53.9,,56.8,,58.6,,61,62.7,,62.9,64.1,64.1,,64.3,65.3,,65.5,,124.7,66.4,,66.6,,128.6,,129.9
119,,34,,45.5,,53.6,,56.5,,58.3,,60.8,62.4,,62.6,63.8,63.8,,64,65,,65.2,,124.1,66.2,,66.3,,128,,129.3
120,,33.8,,45.2,,53.2,,56.2,,58,,60.5,62.1,,62.3,63.5,63.5,,63.7,64.7,,64.9,,123.5,65.8,,66,,127.4,,128.7
121,,33.6,,45,,53,,55.9,,57.7,,60.2,61.8,,62,63.2,63.2,,63.4,64.3,,64.5,,122.8,65.5,,65.7,,126.7,,128
122,,33.5,,44.7,,52.7,,55.5,,57.3,,59.8,61.5,,61.7,62.9,62.9,,63,64,,64.2,,122.1,65.2,,65.4,,126.1,,127.4
123,,33.3,,44.5,,52.4,,55.2,,57,,59.5,61.2,,61.4,62.6,62.6,,62.8,63.8,,63.9,,121.6,64.9,,65.1,,125.6,,126.9
124,,33.1,,44.2,,52.1,,54.8,,56.7,,59.2,60.9,,61.1,62.3,62.3,,62.5,63.5,,63.7,,121.1,64.6,,64.8,,125.2,,126.3
125,,32.8,,43.9,,51.8,,54.6,,56.4,,58.9,60.6,,60.7,61.9,61.9,,62.1,63.1,,63.3,,120.5,64.3,,64.5,,124.5,,125.7
126,,32.6,,43.7,,51.5,,54.4,,56.1,,58.6,60.3,,60.4,61.6,61.6,,61.8,62.8,,63,,119.8,64,,64.2,,123.9,,125
127,,32.4,,43.4,,51.2,,54.1,,55.7,,58.2,60,,60.2,61.3,61.3,,61.5,62.4,,62.6,,119.2,63.7,,63.9,,123.4,,124.6
128,,32.2,,43.2,,50.9,,53.8,,55.4,,57.8,59.7,,59.9,61,61,,61.2,62.1,,62.3,,118.7,63.4,,63.6,,122.8,,124.1
129,,32.1,,43,,50.7,,53.4,,55.2,,57.5,59.3,,59.5,60.8,60.8,,60.9,61.8,,61.9,,118.1,63.1,,63.3,,122.2,,123.5
130,,31.9,,42.7,,50.4,,53.1,,54.9,,57.3,58.9,,59.1,60.4,60.4,,60.6,61.5,,61.6,,117.5,62.8,,63,,121.7,,122.9
131,,31.7,,42.5,,50.1,,52.8,,54.6,,57,58.6,,58.8,60.1,60.1,,60.3,61.2,,61.3,,117,62.5,,62.6,,121,,122.3
132,,31.5,,42.3,,49.7,,52.5,,54.2,,56.7,58.4,,58.5,59.8,59.8,,59.9,60.9,,61,,116.4,62.1,,62.3,,120.3,,121.7
133,,31.3,,42,,49.5,,52.2,,54,,56.4,58.1,,58.2,59.5,59.4,,59.6,60.5,,60.7,,115.9,61.9,,62,,119.8,,121.1
134,,31.1,,41.7,,49.3,,51.9,,53.7,,56.2,57.8,,58,59.2,59.2,,59.3,60.3,,60.4,,115.4,61.6,,61.7,,119.3,,120.5
135,,30.9,,41.5,,49,,51.6,,53.4,,55.8,57.5,,57.7,58.9,58.9,,59.1,60,,60.2,,114.8,61.3,,61.4,,118.9,,119.9
136,,30.7,,41.3,,48.6,,51.3,,53,,55.4,57.2,,57.4,58.6,58.6,,58.8,59.7,,59.9,,114.2,60.9,,61.1,,118.5,,119.4
137,,30.6,,41,,48.4,,51,,52.7,,55.1,56.9,,57,58.3,58.3,,58.5,59.4,,59.6,,113.6,60.6,,60.8,,117.8,,118.9
138,,30.4,,40.8,,48.1,,50.8,,52.4,,54.8,56.6,,56.7,58,58,,58.2,59.1,,59.3,,112.9,60.3,,60.4,,117.1,,118.4
139,,30.2,,40.6,,47.8,,50.5,,52.2,,54.5,56.2,,56.4,57.8,57.8,,57.9,58.8,,59,,112.4,60,,60.1,,116.5,,117.9
140,,30,,40.4,,47.6,,50.3,,51.9,,54.3,55.9,,56.1,57.5,57.5,,57.7,58.5,,58.6,,111.9,59.7,,59.8,,115.9,,117.4
141,,29.8,,40.1,,47.3,,50,,51.7,,54,55.7,,55.8,57.2,57.2,,57.3,58.2,,58.4,,111.3,59.5,,59.6,,115.5,,116.8
142,,29.7,,39.9,,47.1,,49.7,,51.5,,53.8,55.5,,55.6,56.8,56.8,,57,57.9,,58.1,,110.8,59.2,,59.3,,115.1,,116.2
143,,29.5,,39.6,,46.8,,49.4,,51.2,,53.4,55.2,,55.3,56.5,56.5,,56.7,57.7,,57.8,,110.3,58.9,,59,,114.5,,115.7
144,,29.3,,39.4,,46.5,,49.1,,50.9,,53.1,54.9,,55.1,56.2,56.2,,56.3,57.4,,57.5,,109.8,58.6,,58.8,,113.9,,115.2
145,,29.2,,39.2,,46.3,,48.8,,50.5,,52.8,54.6,,54.7,55.9,55.9,,56,57,,57.2,,109.3,58.4,,58.5,,113.3,,114.6
146,,29,,39,,46,,48.6,,50.2,,52.6,54.3,,54.4,55.6,55.6,,55.8,56.8,,56.9,,108.8,58.1,,58.2,,112.8,,114.1
147,,28.9,,38.7,,45.8,,48.3,,49.9,,52.2,54,,54.1,55.4,55.4,,55.5,56.5,,56.6,,108.2,57.8,,57.9,,112.4,,113.5
148,,28.7,,38.5,,45.5,,48.1,,49.7,,51.9,53.7,,53.8,55.1,55.1,,55.2,56.2,,56.3,,107.6,57.5,,57.7,,112,,112.9
149,,28.5,,38.3,,45.3,,47.8,,49.3,,51.7,53.5,,53.6,54.9,54.9,,55,56,,56.1,,107.1,57.3,,57.4,,111.4,,112.5
150,,28.3,,38.1,,45,,47.6,,49,,51.5,53.2,,53.4,54.6,54.6,,54.8,55.7,,55.8,,106.5,57,,57.1,,110.8,,112
151,,28.2,,37.9,,44.7,,47.2,,48.9,,51.3,52.9,,53.1,54.3,54.3,,54.5,55.5,,55.6,,106.1,56.7,,56.8,,110.3,,111.5
152,,28.1,,37.7,,44.5,,46.9,,48.7,,51,52.6,,52.7,54,54,,54.2,55.2,,55.3,,105.7,56.4,,56.5,,109.9,,110.9
153,,27.9,,37.5,,44.3,,46.7,,48.4,,50.7,52.4,,52.5,53.8,53.8,,53.9,54.9,,55,,105,56.1,,56.2,,109.2,,110.4
154,,27.7,,37.4,,44.1,,46.6,,48.1,,50.4,52.1,,52.2,53.5,53.5,,53.6,54.6,,54.7,,104.4,55.8,,56,,108.5,,109.9
155,,27.5,,37.1,,43.8,,46.3,,47.8,,50.1,51.8,,52,53.2,53.2,,53.3,54.4,,54.5,,104,55.5,,55.7,,108.1,,109.3
156,,27.4,,36.9,,43.5,,46,,47.6,,49.8,51.6,,51.7,53,53,,53.1,54.1,,54.3,,103.6,55.3,,55.4,,107.7,,108.7
157,,27.2,,36.7,,43.3,,45.7,,47.4,,49.6,51.3,,51.5,52.8,52.8,,52.9,53.8,,54,,103.2,55.1,,55.2,,107.2,,108.3
158,,27.1,,36.5,,43.1,,45.5,,47.2,,49.3,51,,51.2,52.5,52.5,,52.7,53.6,,53.7,,102.8,54.8,,55,,106.8,,107.9
159,,26.9,,36.2,,42.8,,45.2,,46.9,,49.1,50.8,,50.9,52.1,52.1,,52.3,53.3,,53.4,,102.1,54.5,,54.7,,106.4,,107.4
160,,26.7,,36,,42.6,,45,,46.6,,48.9,50.5,,50.6,51.8,51.8,,52,53,,53.1,,101.5,54.2,,54.4,,105.9,,106.9
161,,26.6,,35.8,,42.4,,44.8,,46.3,,48.5,50.3,,50.4,51.6,51.6,,51.7,52.7,,52.9,,101.1,53.9,,54.1,,105.3,,106.4
162,,26.4,,35.6,,42.2,,44.6,,46,,48.2,50,,50.2,51.4,51.4,,51.5,52.4,,52.6,,100.6,53.6,,53.7,,104.7,,105.8
163,,26.3,,35.4,,41.9,,44.3,,45.8,,48,49.8,,49.9,51.1,51.1,,51.2,52.2,,52.3,,100,53.4,,53.5,,104.2,,105.3
164,,26.2,,35.2,,41.6,,44,,45.6,,47.8,49.5,,49.7,50.8,50.8,,51,52,,52.1,,99.5,53.1,,53.2,,103.7,,104.8
165,,26,,35,,41.5,,43.8,,45.4,,47.5,49.2,,49.4,50.6,50.5,,50.7,51.8,,51.9,,98.9,52.9,,53,,103.2,,104.3
166,,25.8,,34.8,,41.3,,43.5,,45.1,,47.3,48.9,,49.1,50.3,50.3,,50.4,51.6,,51.7,,98.4,52.6,,52.8,,102.7,,103.8
167,,25.6,,34.7,,41,,43.3,,44.8,,47,48.7,,48.8,50.1,50.1,,50.2,51.2,,51.4,,97.9,52.4,,52.5,,102.2,,103.4
168,,25.5,,34.5,,40.8,,43,,44.5,,46.8,48.4,,48.6,49.8,49.8,,50,50.9,,51,,97.5,52.1,,52.2,,101.8,,103.1
169,,25.3,,34.3,,40.5,,42.8,,44.4,,46.5,48.2,,48.3,49.5,49.5,,49.7,50.6,,50.8,,97.1,51.9,,52,,101.4,,102.6
170,,25.2,,34.2,,40.3,,42.6,,44.2,,46.3,47.9,,48,49.2,49.2,,49.3,50.4,,50.5,,96.7,51.7,,51.8,,101,,102.1
171,,25.1,,34,,40.1,,42.4,,43.9,,46.1,47.7,,47.8,49.1,49.1,,49.2,50.1,,50.2,,96.2,51.4,,51.6,,100.5,,101.6
172,,25,,33.7,,39.9,,42.1,,43.6,,45.8,47.4,,47.5,48.8,48.8,,49,49.9,,50,,95.7,51.1,,51.3,,99.9,,101.1
173,,24.8,,33.6,,39.6,,41.9,,43.4,,45.6,47.2,,47.3,48.5,48.5,,48.7,49.7,,49.8,,95.2,50.9,,51,,99.4,,100.6
174,,24.7,,33.4,,39.4,,41.7,,43.2,,45.4,47,,47.1,48.2,48.2,,48.4,49.4,,49.6,,94.7,50.6,,50.8,,98.9,,100.1
175,,24.5,,33.2,,39.2,,41.4,,42.9,,45.1,46.7,,46.9,48,48,,48.1,49.2,,49.3,,94.2,50.4,,50.5,,98.5,,99.6
176,,24.4,,33,,39,,41.2,,42.6,,44.9,46.5,,46.6,47.8,47.8,,47.9,48.9,,49,,93.7,50.1,,50.2,,98.2,,99.2
177,,24.2,,32.8,,38.8,,40.9,,42.4,,44.6,46.3,,46.4,47.6,47.6,,47.7,48.6,,48.8,,93.3,49.8,,50,,97.6,,98.7
178,,24.1,,32.6,,38.6,,40.7,,42.2,,44.4,46,,46.1,47.4,47.4,,47.5,48.4,,48.5,,93,49.6,,49.7,,97.1,,98.2
179,,23.9,,32.4,,38.4,,40.5,,42,,44.1,45.7,,45.9,47.2,47.2,,47.3,48.2,,48.3,,92.5,49.5,,49.5,,96.6,,97.8
180,,23.8,,32.2,,38.1,,40.3,,41.8,,43.9,45.5,,45.6,46.9,46.9,,47.1,48,,48.1,,92,49.2,,49.4,,96.1,,97.4
181,,23.7,,32,,38,,40.1,,41.5,,43.6,45.3,,45.4,46.6,46.6,,46.8,47.7,,47.8,,91.6,48.9,,49.1,,95.7,,96.9
182,,23.6,,31.9,,37.8,,40,,41.3,,43.4,45,,45.2,46.4,46.4,,46.5,47.4,,47.5,,91.2,48.7,,48.8,,95.3,,96.4
183,,23.4,,31.7,,37.6,,39.7,,41.1,,43.2,44.8,,44.9,46.2,46.2,,46.3,47.2,,47.3,,90.7,48.5,,48.6,,94.9,,96
184,,23.3,,31.5,,37.4,,39.5,,41,,43,44.5,,44.6,45.9,45.9,,46.1,47,,47.1,,90.2,48.3,,48.4,,94.4,,95.6
185,,23.1,,31.4,,37.2,,39.3,,40.7,,42.8,44.3,,44.4,45.7,45.7,,45.8,46.8,,46.9,,89.7,48,,48.1,,93.9,,95.1
186,,23,,31.2,,37,,39,,40.4,,42.5,44.1,,44.2,45.5,45.5,,45.6,46.6,,46.7,,89.3,47.7,,47.9,,93.4,,94.6
187,,22.9,,31,,36.8,,38.9,,40.2,,42.3,43.9,,44,45.3,45.3,,45.4,46.4,,46.5,,88.8,47.5,,47.6,,92.9,,94.3
188,,22.8,,30.8,,36.6,,38.7,,40,,42.1,43.7,,43.8,45,45,,45.2,46.1,,46.2,,88.4,47.3,,47.4,,92.5,,93.9
189,,22.6,,30.7,,36.3,,38.4,,39.8,,41.9,43.6,,43.6,44.8,44.8,,44.9,45.8,,46,,88,47.1,,47.2,,92.2,,93.4
190,,22.5,,30.5,,36.1,,38.1,,39.6,,41.6,43.3,,43.5,44.6,44.6,,44.7,45.6,,45.7,,87.6,46.8,,47,,91.9,,93
191,,22.4,,30.4,,35.9,,38,,39.4,,41.4,43,,43.2,44.3,44.3,,44.4,45.4,,45.5,,87.2,46.6,,46.7,,91.3,,92.4
192,,22.3,,30.2,,35.7,,37.8,,39.2,,41.2,42.8,,42.8,44,44,,44.1,45.2,,45.4,,86.9,46.4,,46.5,,90.8,,91.9
193,,22.2,,30,,35.5,,37.6,,39,,41,42.6,,42.7,43.9,43.9,,44,45,,45.1,,86.5,46.2,,46.3,,90.4,,91.5
194,,22.1,,29.8,,35.3,,37.4,,38.8,,40.8,42.4,,42.6,43.7,43.7,,43.8,44.7,,44.8,,86,46,,46.1,,89.9,,91.2
195,,21.9,,29.7,,35.1,,37.2,,38.6,,40.6,42.2,,42.3,43.4,43.4,,43.5,44.6,,44.7,,85.5,45.8,,45.9,,89.5,,90.7
196,,21.8,,29.5,,34.9,,37,,38.4,,40.3,42,,42.1,43.2,43.2,,43.3,44.3,,44.5,,85,45.5,,45.7,,89.1,,90.2
197,,21.7,,29.4,,34.7,,36.9,,38.1,,40.1,41.8,,41.9,43,43,,43.1,44.1,,44.2,,84.6,45.3,,45.4,,88.8,,89.8
198,,21.5,,29.2,,34.6,,36.7,,37.9,,39.9,41.6,,41.7,42.8,42.8,,42.9,43.9,,44,,84.2,45,,45.1,,88.4,,89.4
199,,21.4,,29.1,,34.4,,36.5,,37.7,,39.8,41.4,,41.5,42.6,42.6,,42.7,43.7,,43.8,,83.8,44.9,,45,,88,,89.1
200,,21.3,,28.9,,34.3,,36.3,,37.6,,39.6,41.2,,41.3,42.4,42.4,,42.5,43.5,,43.6,,83.4,44.7,,44.8,,87.6,,88.7
201,,21.2,,28.8,,34.1,,36.1,,37.3,,39.4,41,,41.1,42.2,42.2,,42.3,43.2,,43.4,,83,44.5,,44.6,,87.1,,88.2
202,,21.1,,28.6,,33.9,,35.9,,37.1,,39.1,40.8,,40.9,42,42,,42.2,43,,43.1,,82.6,44.2,,44.4,,86.7,,87.8
203,,21,,28.5,,33.7,,35.7,,37,,38.9,40.6,,40.7,41.8,41.8,,41.9,42.8,,42.9,,82.2,44,,44.1,,86.3,,87.5
204,,20.8,,28.3,,33.6,,35.5,,36.8,,38.7,40.3,,40.5,41.6,41.6,,41.7,42.6,,42.7,,81.9,43.8,,43.9,,85.9,,87.2
205,,20.7,,28.2,,33.4,,35.2,,36.6,,38.5,40.1,,40.2,41.4,41.4,,41.5,42.4,,42.5,,81.4,43.6,,43.7,,85.5,,86.7
206,,20.6,,28,,33.2,,35,,36.4,,38.3,39.8,,39.9,41.2,41.2,,41.3,42.2,,42.3,,81,43.4,,43.5,,85.1,,86.2
207,,20.5,,27.8,,33,,34.9,,36.2,,38.1,39.7,,39.8,41,41,,41.1,41.9,,42.1,,80.6,43.2,,43.3,,84.8,,85.8
208,,20.4,,27.7,,32.8,,34.7,,36,,37.9,39.5,,39.6,40.7,40.7,,40.8,41.7,,41.8,,80.2,43,,43.1,,84.4,,85.5
209,,20.3,,27.5,,32.6,,34.6,,35.8,,37.7,39.3,,39.4,40.5,40.5,,40.6,41.5,,41.6,,79.8,42.8,,42.9,,83.9,,85
210,,20.1,,27.3,,32.5,,34.4,,35.6,,37.6,39,,39.2,40.3,40.3,,40.4,41.3,,41.4,,79.4,42.5,,42.7,,83.4,,84.6
211,,20,,27.2,,32.3,,34.2,,35.4,,37.4,38.8,,38.9,40,40,,40.2,41.1,,41.2,,79.1,42.3,,42.4,,83,,84.2
212,,19.9,,27.1,,32.2,,34,,35.3,,37.1,38.6,,38.7,39.9,39.9,,39.9,40.9,,41,,78.8,42,,42.2,,82.7,,83.8
213,,19.9,,26.9,,31.9,,33.8,,35.1,,36.9,38.5,,38.6,39.7,39.7,,39.8,40.7,,40.8,,78.3,41.8,,41.9,,82.3,,83.4
214,,19.8,,26.8,,31.7,,33.6,,34.9,,36.7,38.3,,38.4,39.5,39.5,,39.6,40.6,,40.7,,77.8,41.6,,41.7,,82,,82.9
215,,19.6,,26.7,,31.6,,33.4,,34.7,,36.5,38,,38.2,39.3,39.3,,39.4,40.4,,40.5,,77.5,41.5,,41.5,,81.6,,82.6
216,,19.4,,26.6,,31.4,,33.2,,34.5,,36.4,37.8,,37.9,39.1,39.1,,39.2,40.1,,40.3,,77.3,41.3,,41.4,,81.2,,82.4
217,,19.3,,26.4,,31.3,,33.1,,34.3,,36.1,37.7,,37.8,38.9,38.9,,39,39.9,,40,,76.8,41.1,,41.2,,80.8,,81.9
218,,19.2,,26.2,,31.1,,33,,34.1,,35.9,37.5,,37.6,38.7,38.7,,38.8,39.7,,39.8,,76.4,41,,41,,80.5,,81.4
219,,19.1,,26.1,,30.9,,32.7,,33.9,,35.8,37.3,,37.4,38.5,38.5,,38.6,39.5,,39.6,,76,40.8,,40.9,,80.1,,81.1
